online_order,book_table,rate,votes,rest_type,cuisines,cost,type,city
Yes,No,3.4,58,Cafe,"Cafe, Fast Food",400,Delivery,Banashankari
Yes,No,3.6,129,Casual Dining,"Mangalorean, Seafood, North Indian",600,Delivery,Banashankari
Yes,No,3.6,24,Quick Bites,"Biryani, Chinese, North Indian",250,Delivery,Banashankari
Yes,No,3.0,175,Quick Bites,"Chinese, North Indian",400,Delivery,Banashankari
Yes,No,3.7,21,Quick Bites,South Indian,300,Delivery,Banashankari
Yes,No,3.5,41,Food Truck,"Pizza, Fast Food, BBQ",400,Delivery,Banashankari
Yes,No,3.6,35,Quick Bites,"Seafood, Mangalorean",300,Delivery,Banashankari
Yes,No,4.1,176,Casual Dining,"Andhra, North Indian, Chinese",800,Delivery,Banashankari
Yes,No,3.5,45,Beverage Shop,"Beverages, Ice Cream, Fast Food",300,Delivery,Banashankari
Yes,No,3.7,47,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400,Delivery,Banashankari
Yes,Yes,3.7,36,Casual Dining,"Chinese, North Indian, Pizza, Italian",650,Delivery,Banashankari
Yes,No,3.8,52,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,Delivery,Banashankari
Yes,No,2.7,123,Quick Bites,Fast Food,200,Delivery,Banashankari
Yes,No,3.6,59,Casual Dining,North Indian,700,Delivery,Banashankari
Yes,No,3.2,4,Quick Bites,"South Indian, Biryani",300,Delivery,Banashankari
Yes,No,3.8,101,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
Yes,No,3.7,54,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Delivery,Banashankari
Yes,No,3.6,22,Quick Bites,Fast Food,200,Delivery,Banashankari
Yes,No,3.1,31,Takeaway,"Rolls, Lebanese",250,Delivery,Banashankari
Yes,No,3.0,29,Cafe,"Cafe, Fast Food, Chinese",500,Delivery,Banashankari
Yes,No,3.4,6,Beverage Shop,Beverages,100,Delivery,Banashankari
Yes,No,3.0,22,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,Banashankari
Yes,No,2.9,11,Quick Bites,North Indian,500,Delivery,Banashankari
Yes,No,3.9,101,Quick Bites,South Indian,150,Delivery,Banashankari
Yes,Yes,4.1,442,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200,Delivery,Banashankari
Yes,No,3.5,155,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
Yes,No,3.4,12,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150,Delivery,Banashankari
Yes,No,3.6,15,Quick Bites,South Indian,100,Delivery,Banashankari
Yes,No,3.5,10,Quick Bites,South Indian,200,Delivery,Banashankari
Yes,No,3.8,25,Quick Bites,South Indian,300,Delivery,Banashankari
Yes,No,3.8,61,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
Yes,No,3.7,23,Quick Bites,"Chinese, Street Food, Ice Cream",300,Delivery,Banashankari
Yes,No,3.8,25,Quick Bites,"Sandwich, Fast Food, Rolls",350,Delivery,Banashankari
Yes,No,3.7,40,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200,Delivery,Banashankari
Yes,No,3.3,4,Quick Bites,Rolls,100,Delivery,Banashankari
Yes,No,3.4,8,Quick Bites,"Fast Food, Street Food",150,Delivery,Banashankari
Yes,No,3.5,32,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
Yes,No,3.3,10,Quick Bites,South Indian,200,Delivery,Banashankari
Yes,No,3.4,6,Quick Bites,"Fast Food, Rolls",300,Delivery,Banashankari
Yes,No,3.8,53,Quick Bites,"Ice Cream, Beverages, Fast Food",250,Delivery,Banashankari
Yes,No,3.7,67,Casual Dining,North Indian,700,Delivery,Banashankari
Yes,No,2.9,23,Sweet Shop,Mithai,250,Delivery,Banashankari
Yes,No,3.4,19,Quick Bites,"South Indian, North Indian",200,Delivery,Banashankari
Yes,No,3.6,24,Quick Bites,"Desserts, Fast Food, Continental",300,Delivery,Banashankari
Yes,No,4.0,232,Quick Bites,"South Indian, Chinese",400,Delivery,Banashankari
Yes,No,3.9,221,Casual Dining,Chinese,700,Delivery,Banashankari
Yes,Yes,4.1,1063,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200,Delivery,Banashankari
Yes,No,3.7,93,Quick Bites,Street Food,200,Delivery,Banashankari
Yes,No,3.9,233,Casual Dining,"Italian, Pizza, North Indian, Salad",800,Delivery,Banashankari
Yes,No,3.9,211,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500,Delivery,Banashankari
Yes,No,4.0,1778,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200,Delivery,Banashankari
Yes,No,3.6,218,Casual Dining,"North Indian, Chinese, South Indian",800,Delivery,Banashankari
Yes,No,3.7,514,Cafe,"Cafe, Italian, Beverages",600,Delivery,Banashankari
Yes,Yes,4.0,866,Casual Dining,"North Indian, Continental",900,Delivery,Banashankari
Yes,No,3.2,96,Quick Bites,North Indian,400,Delivery,Banashankari
Yes,No,3.5,80,Quick Bites,"Tibetan, Momos",250,Delivery,Banashankari
Yes,No,4.0,73,Bakery,"Bakery, French, Desserts",300,Delivery,Banashankari
Yes,No,3.9,84,Sweet Shop,"Mithai, Street Food",400,Delivery,Banashankari
Yes,No,3.5,88,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350,Delivery,Banashankari
Yes,No,3.5,179,Casual Dining,"North Indian, Chinese, Beverages",600,Delivery,Banashankari
Yes,No,3.8,61,Quick Bites,Juices,100,Delivery,Banashankari
Yes,No,3.7,128,Casual Dining,"North Indian, Chinese, Biryani, South Indian",450,Delivery,Banashankari
Yes,No,3.8,339,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,Banashankari
Yes,No,4.1,449,Quick Bites,Street Food,100,Delivery,Banashankari
Yes,No,4.1,210,"Dessert Parlor, Beverage Shop",Beverages,150,Delivery,Banashankari
Yes,No,3.7,57,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200,Delivery,Banashankari
Yes,No,3.0,213,Quick Bites,"North Indian, South Indian, Chinese, Biryani, Seafood",400,Delivery,Banashankari
Yes,No,3.2,208,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,Delivery,Banashankari
Yes,No,3.8,70,Quick Bites,South Indian,100,Delivery,Banashankari
Yes,No,4.0,219,Cafe,"Cafe, Italian",600,Delivery,Banashankari
Yes,No,3.7,59,Quick Bites,"North Indian, Street Food",200,Delivery,Banashankari
Yes,No,3.1,10,Quick Bites,"Fast Food, Burger",500,Delivery,Banashankari
Yes,No,3.0,9,Quick Bites,"Fast Food, Momos",400,Delivery,Banashankari
Yes,No,3.7,124,Casual Dining,"Biryani, North Indian, Chinese, Seafood",750,Delivery,Banashankari
Yes,No,3.7,19,Quick Bites,South Indian,100,Delivery,Banashankari
Yes,No,3.3,4,Quick Bites,"Healthy Food, South Indian",150,Delivery,Banashankari
Yes,No,3.3,4,Dessert Parlor,"Desserts, Ice Cream",150,Delivery,Banashankari
Yes,No,3.8,21,Dessert Parlor,"Ice Cream, Desserts",200,Delivery,Banashankari
Yes,No,3.4,8,"Quick Bites, Bakery","South Indian, Bakery, Chinese",250,Delivery,Banashankari
Yes,No,3.5,10,Quick Bites,"North Indian, Chinese, South Indian",400,Delivery,Banashankari
Yes,No,3.5,10,Quick Bites,North Indian,400,Delivery,Banashankari
Yes,No,3.2,4,Quick Bites,"Momos, Tibetan, Chinese",200,Delivery,Banashankari
Yes,No,3.1,4,Delivery,North Indian,350,Delivery,Banashankari
Yes,No,3.6,16,"Takeaway, Delivery","Healthy Food, North Indian, Thai",500,Delivery,Banashankari
Yes,No,3.4,12,Quick Bites,"Fast Food, Sandwich",300,Delivery,Banashankari
Yes,No,3.9,14,Casual Dining,"North Indian, South Indian",600,Delivery,Banashankari
Yes,No,3.7,0,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300,Delivery,Banashankari
Yes,No,2.8,5,"Takeaway, Delivery","South Indian, Chinese, Continental, Biryani",199,Delivery,Banashankari
Yes,No,3.3,5,"Casual Dining, Bar","South Indian, North Indian, Chinese, Biryani",800,Delivery,Banashankari
Yes,No,3.5,15,Quick Bites,"North Indian, South Indian, Chinese, Biryani",250,Delivery,Banashankari
Yes,No,3.4,4,Casual Dining,"North Indian, Fast Food",500,Delivery,Banashankari
Yes,No,3.6,17,Quick Bites,"Chinese, Fast Food",300,Delivery,Banashankari
Yes,No,3.3,6,Quick Bites,"South Indian, North Indian",500,Delivery,Banashankari
Yes,No,3.4,10,Quick Bites,South Indian,100,Delivery,Banashankari
Yes,Yes,4.1,775,Casual Dining,"North Indian, Mughlai, Chinese",800,Delivery,Banashankari
Yes,Yes,4.2,2022,Casual Dining,"North Indian, South Indian",1000,Delivery,Banashankari
Yes,Yes,4.2,150,Cafe,"Cafe, Italian, Continental",600,Delivery,Banashankari
Yes,No,4.0,232,Casual Dining,"North Indian, Chinese",750,Delivery,Banashankari
Yes,No,3.9,38,Quick Bites,Chinese,200,Delivery,Banashankari
Yes,Yes,3.5,431,Casual Dining,North Indian,800,Delivery,Banashankari
Yes,Yes,4.2,2115,Casual Dining,"Pizza, Italian, Continental, Desserts",800,Delivery,Banashankari
Yes,No,3.4,30,Quick Bites,"Fast Food, Burger, Pizza",200,Delivery,Banashankari
Yes,No,4.2,150,Casual Dining,North Indian,800,Delivery,Banashankari
Yes,No,3.3,12,Quick Bites,"Chinese, Biryani",200,Delivery,Banashankari
Yes,No,3.8,155,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450,Delivery,Banashankari
Yes,No,3.7,33,Quick Bites,Fast Food,200,Delivery,Banashankari
Yes,Yes,4.1,666,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",1000,Delivery,Banashankari
Yes,No,3.9,240,Cafe,Cafe,700,Delivery,Banashankari
Yes,No,3.8,918,"Cafe, Casual Dining","Cafe, Mexican, Italian",800,Delivery,Banashankari
Yes,No,4.0,465,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,Delivery,Banashankari
Yes,Yes,4.1,970,"Microbrewery, Casual Dining","North Indian, Continental, Finger Food, American, Asian",1500,Delivery,Banashankari
Yes,No,3.3,128,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
Yes,No,3.6,241,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
Yes,No,3.4,22,Quick Bites,South Indian,200,Delivery,Banashankari
Yes,No,4.3,734,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery,Banashankari
Yes,No,3.8,130,Quick Bites,"North Indian, Biryani",400,Delivery,Banashankari
Yes,No,4.2,261,Cafe,"Cafe, Continental, Beverages",700,Delivery,Banashankari
Yes,No,4.0,191,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Beverages",300,Delivery,Banashankari
Yes,No,4.1,364,Casual Dining,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550,Delivery,Banashankari
Yes,No,3.8,133,Quick Bites,"Mangalorean, South Indian, North Indian",300,Delivery,Banashankari
Yes,No,3.9,888,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750,Delivery,Banashankari
Yes,No,3.1,13,Cafe,"Cafe, Chinese, Continental, Italian",400,Delivery,Banashankari
Yes,No,3.9,750,Casual Dining,"North Indian, Chinese, South Indian",500,Delivery,Banashankari
Yes,Yes,4.2,164,Cafe,"Cafe, Chinese, Continental, Italian",500,Delivery,Banashankari
Yes,No,3.2,6,Delivery,"Tea, Beverages",200,Delivery,Banashankari
Yes,No,3.8,527,Casual Dining,North Indian,500,Delivery,Banashankari
No,No,4.3,345,Dessert Parlor,"Ice Cream, Desserts",400,Desserts,Banashankari
No,No,4.4,356,Sweet Shop,Mithai,150,Desserts,Banashankari
Yes,No,3.7,17,Dessert Parlor,"Desserts, Beverages",400,Desserts,Banashankari
Yes,No,3.9,38,Dessert Parlor,Ice Cream,150,Desserts,Banashankari
No,No,3.7,78,"Bakery, Dessert Parlor",Bakery,150,Desserts,Banashankari
No,No,3.8,60,Dessert Parlor,Bakery,400,Desserts,Banashankari
Yes,No,4.0,115,Sweet Shop,"Mithai, Street Food",400,Desserts,Banashankari
No,No,3.8,39,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
Yes,No,3.9,116,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,Desserts,Banashankari
Yes,No,3.8,918,"Cafe, Casual Dining","Cafe, Mexican, Italian",800,Desserts,Banashankari
No,No,3.7,46,"Sweet Shop, Quick Bites","Mithai, Street Food",400,Desserts,Banashankari
Yes,No,3.9,41,Dessert Parlor,Desserts,300,Desserts,Banashankari
Yes,No,3.8,144,Cafe,"Chinese, Cafe, Italian",700,Desserts,Banashankari
No,No,3.8,28,"Beverage Shop, Dessert Parlor","Juices, Desserts",150,Desserts,Banashankari
Yes,No,4.3,860,Dessert Parlor,"Desserts, Ice Cream",500,Desserts,Banashankari
No,No,3.5,14,Sweet Shop,"Mithai, Street Food",200,Desserts,Banashankari
No,No,4.0,66,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
Yes,No,3.2,8,Sweet Shop,"Mithai, Street Food",100,Desserts,Banashankari
Yes,No,3.7,54,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Desserts,Banashankari
No,No,3.5,7,Dessert Parlor,Desserts,500,Desserts,Banashankari
No,No,3.2,9,Dessert Parlor,Ice Cream,300,Desserts,Banashankari
No,No,3.6,42,"Beverage Shop, Quick Bites","Beverages, Juices, Desserts, Italian",300,Desserts,Banashankari
No,No,3.8,64,Quick Bites,"Fast Food, Bakery",250,Desserts,Banashankari
Yes,No,3.6,14,Bakery,"Bakery, Desserts",350,Desserts,Banashankari
No,No,3.8,45,"Takeaway, Delivery",Bakery,400,Desserts,Banashankari
No,No,3.2,11,Cafe,"Cafe, Bakery",600,Desserts,Banashankari
No,No,3.5,13,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
No,No,3.4,7,Dessert Parlor,"Ice Cream, Desserts",150,Desserts,Banashankari
No,No,3.4,8,Bakery,"Bakery, Desserts",400,Desserts,Banashankari
No,No,2.9,25,Dessert Parlor,"Ice Cream, Desserts",200,Desserts,Banashankari
No,No,3.2,17,Dessert Parlor,"Desserts, Ice Cream",150,Desserts,Banashankari
Yes,No,3.9,35,Delivery,"Bakery, Desserts",500,Desserts,Banashankari
Yes,No,3.9,70,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400,Desserts,Banashankari
No,No,4.0,98,"Sweet Shop, Quick Bites","Mithai, Street Food, North Indian, Chinese",400,Desserts,Banashankari
No,No,3.7,25,Dessert Parlor,"Ice Cream, Desserts",250,Desserts,Banashankari
Yes,No,4.0,219,Cafe,"Cafe, Italian",600,Desserts,Banashankari
Yes,No,4.0,73,Bakery,"Bakery, French, Desserts",300,Desserts,Banashankari
No,No,3.6,16,"Bakery, Quick Bites","Bakery, Street Food",150,Desserts,Banashankari
No,No,3.6,8,Bakery,"Bakery, Desserts",250,Desserts,Banashankari
Yes,No,3.8,15,Bakery,Bakery,400,Desserts,Banashankari
No,No,3.6,46,"Sweet Shop, Quick Bites","Mithai, Street Food",200,Desserts,Banashankari
Yes,No,3.3,13,"Dessert Parlor, Sweet Shop","Desserts, Mithai",300,Desserts,Banashankari
Yes,No,3.3,9,Dessert Parlor,Desserts,250,Desserts,Banashankari
Yes,No,4.0,43,Dessert Parlor,"Desserts, Ice Cream",250,Desserts,Banashankari
Yes,No,2.7,97,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400,Desserts,Banashankari
Yes,No,3.7,22,Sweet Shop,"Mithai, Desserts",250,Desserts,Banashankari
No,No,3.5,15,"Bakery, Quick Bites",Bakery,400,Desserts,Banashankari
Yes,No,3.6,27,Dessert Parlor,Fast Food,250,Desserts,Banashankari
Yes,No,3.9,888,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750,Dine-out,Banashankari
Yes,Yes,4.0,349,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200,Dine-out,Banashankari
Yes,No,4.2,287,Quick Bites,North Indian,350,Dine-out,Banashankari
Yes,Yes,4.6,2556,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Dine-out,Banashankari
Yes,Yes,4.2,354,Casual Dining,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800,Dine-out,Banashankari
Yes,Yes,4.1,775,Casual Dining,"North Indian, Mughlai, Chinese",800,Dine-out,Banashankari
Yes,Yes,4.2,2115,Casual Dining,"Pizza, Italian, Continental, Desserts",800,Dine-out,Banashankari
No,Yes,3.8,977,Lounge,Finger Food,1300,Dine-out,Banashankari
No,No,4.1,868,Pub,"Continental, Italian, Mexican, North Indian, Chinese, Steak",1200,Dine-out,Banashankari
Yes,No,4.0,324,Cafe,"Cafe, Italian, Continental",700,Dine-out,Banashankari
Yes,No,4.1,787,Casual Dining,"Chinese, North Indian, Thai",800,Dine-out,Banashankari
Yes,No,4.2,504,Cafe,"Cafe, Mexican, Italian, Momos, Beverages",550,Dine-out,Banashankari
Yes,No,4.1,402,Cafe,Cafe,500,Dine-out,Banashankari
Yes,Yes,4.2,150,Cafe,"Cafe, Italian, Continental",600,Dine-out,Banashankari
Yes,Yes,4.2,164,Cafe,"Cafe, Chinese, Continental, Italian",500,Dine-out,Banashankari
No,No,4.2,244,Casual Dining,"Italian, North Indian, Mexican",800,Dine-out,Banashankari
Yes,No,4.0,771,Casual Dining,"South Indian, North Indian, Chinese",450,Dine-out,Banashankari
Yes,No,4.2,1647,Casual Dining,"Chinese, Thai, Momos",600,Dine-out,Banashankari
No,Yes,4.0,808,Casual Dining,"North Indian, Chinese",850,Dine-out,Banashankari
No,No,4.0,424,Cafe,"Cafe, Continental",450,Dine-out,Banashankari
Yes,No,3.9,135,Casual Dining,"North Indian, Chinese, Continental",800,Dine-out,Banashankari
No,No,3.9,28,Mess,South Indian,300,Dine-out,Banashankari
Yes,No,3.8,918,"Cafe, Casual Dining","Cafe, Mexican, Italian",800,Dine-out,Banashankari
Yes,No,3.8,90,Cafe,Cafe,650,Dine-out,Banashankari
Yes,No,3.9,519,Casual Dining,"Chinese, Momos, Thai, Vietnamese",900,Dine-out,Banashankari
Yes,No,3.6,105,Casual Dining,Vietnamese,700,Dine-out,Banashankari
No,No,3.7,43,"Bar, Casual Dining","North Indian, Chinese",700,Dine-out,Banashankari
No,No,3.7,46,"Sweet Shop, Quick Bites","Mithai, Street Food",400,Dine-out,Banashankari
Yes,No,3.9,133,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",800,Dine-out,Banashankari
Yes,No,3.8,144,Cafe,"Chinese, Cafe, Italian",700,Dine-out,Banashankari
No,No,3.9,93,Cafe,"Cafe, Italian, American",300,Dine-out,Banashankari
Yes,No,3.8,42,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Banashankari
Yes,No,2.5,247,Casual Dining,North Indian,500,Dine-out,Banashankari
Yes,No,3.1,13,Cafe,"Cafe, Chinese, Continental, Italian",400,Dine-out,Banashankari
No,No,3.7,39,Casual Dining,"North Indian, Chinese",450,Dine-out,Banashankari
Yes,No,3.0,62,Cafe,"Cafe, French, North Indian",400,Dine-out,Banashankari
Yes,No,3.8,160,Casual Dining,"North Indian, Chinese",700,Dine-out,Banashankari
No,No,3.5,14,Sweet Shop,"Mithai, Street Food",200,Dine-out,Banashankari
No,No,3.8,42,Casual Dining,"North Indian, Chinese",700,Dine-out,Banashankari
Yes,No,3.1,119,Casual Dining,"Biryani, Andhra, Hyderabadi, North Indian",700,Dine-out,Banashankari
Yes,No,3.6,129,Casual Dining,"Mangalorean, Seafood, North Indian",600,Dine-out,Banashankari
No,No,3.3,62,Bar,"South Indian, North Indian, Chinese",800,Dine-out,Banashankari
Yes,No,3.6,24,Casual Dining,"North Indian, Chinese",600,Dine-out,Banashankari
No,No,2.6,283,Casual Dining,North Indian,600,Dine-out,Banashankari
No,No,3.6,42,"Beverage Shop, Quick Bites","Beverages, Juices, Desserts, Italian",300,Dine-out,Banashankari
No,No,3.4,10,Quick Bites,"Mangalorean, Chinese",300,Dine-out,Banashankari
No,No,3.7,39,Casual Dining,"North Indian, Iranian",950,Dine-out,Banashankari
Yes,No,3.8,59,Casual Dining,"North Indian, Chinese",750,Dine-out,Banashankari
Yes,No,3.5,179,Casual Dining,"North Indian, Chinese, Beverages",600,Dine-out,Banashankari
No,No,3.8,62,Quick Bites,"South Indian, Chinese",150,Dine-out,Banashankari
No,No,3.4,6,Casual Dining,Continental,500,Dine-out,Banashankari
No,No,3.1,30,Bar,"Chinese, North Indian",1000,Dine-out,Banashankari
No,No,3.5,10,Quick Bites,"South Indian, Biryani",300,Dine-out,Banashankari
No,No,3.6,36,Casual Dining,"Mughlai, North Indian, Chinese",500,Dine-out,Banashankari
No,No,3.7,31,Cafe,Cafe,300,Dine-out,Banashankari
No,No,3.2,11,Cafe,"Cafe, Bakery",600,Dine-out,Banashankari
No,No,3.0,98,Bar,"North Indian, Chinese",800,Dine-out,Banashankari
No,No,3.5,18,"Beverage Shop, Quick Bites","Juices, Street Food",150,Dine-out,Banashankari
No,No,3.5,10,Casual Dining,"South Indian, North Indian, Chinese",500,Dine-out,Banashankari
No,No,2.7,128,Casual Dining,"Chinese, Thai",850,Dine-out,Banashankari
Yes,No,2.8,45,Casual Dining,"Pizza, Italian, Salad",800,Dine-out,Banashankari
Yes,No,3.2,119,Casual Dining,"North Indian, Chinese",400,Dine-out,Banashankari
Yes,No,3.4,12,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150,Dine-out,Banashankari
No,No,3.3,4,Cafe,"Cafe, Fast Food, Beverages",500,Dine-out,Banashankari
Yes,No,3.5,41,Food Truck,"Pizza, Fast Food, BBQ",400,Dine-out,Banashankari
Yes,No,3.7,405,Casual Dining,"Pizza, Fast Food",750,Dine-out,Banashankari
Yes,No,3.9,388,Casual Dining,"Biryani, North Indian, Seafood, Andhra",650,Dine-out,Banashankari
No,No,4.7,651,Quick Bites,South Indian,100,Dine-out,Banashankari
Yes,No,4.3,734,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Dine-out,Banashankari
No,No,3.7,21,Quick Bites,North Indian,450,Dine-out,Banashankari
No,No,4.0,1047,Quick Bites,"Italian, Continental, Fast Food, Chinese, Momos",450,Dine-out,Banashankari
Yes,No,3.8,505,Quick Bites,"Burger, Fast Food",450,Dine-out,Banashankari
No,No,3.6,55,Quick Bites,"Fast Food, Burger",200,Dine-out,Banashankari
Yes,No,3.9,264,Quick Bites,South Indian,200,Dine-out,Banashankari
Yes,No,3.8,133,Quick Bites,"Mangalorean, South Indian, North Indian",300,Dine-out,Banashankari
Yes,No,3.9,286,Quick Bites,"Burger, Fast Food",500,Dine-out,Banashankari
No,No,4.4,343,Quick Bites,South Indian,100,Dine-out,Banashankari
Yes,No,3.6,66,Quick Bites,South Indian,150,Dine-out,Banashankari
Yes,No,3.4,10,Quick Bites,South Indian,100,Dine-out,Banashankari
Yes,No,3.8,61,Quick Bites,"North Indian, Chinese",300,Dine-out,Banashankari
No,No,3.8,70,Quick Bites,"Fast Food, Beverages",500,Dine-out,Banashankari
Yes,No,3.6,28,Quick Bites,"Biryani, South Indian",300,Dine-out,Banashankari
Yes,No,3.8,70,Quick Bites,South Indian,100,Dine-out,Banashankari
Yes,No,3.8,28,Quick Bites,Fast Food,150,Dine-out,Banashankari
Yes,No,3.5,15,Quick Bites,"North Indian, South Indian, Chinese, Biryani",250,Dine-out,Banashankari
